Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Event_Link
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Jussier Formiga vs. Chris Cariaso,Jussier Formiga,Chris Cariaso,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Ben Cartlidge 28 - 29. Doug Crosby 28 - 29. Howard Hughes 28 - 29.,A,Jussier Formiga,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Jacare Souza vs. Chris Camozzi,Jacare Souza,Chris Camozzi,Middleweight Bout,Submission,1,3:37,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Side Control,A,Jacare Souza,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Gleison Tibau vs. John Cholish,Gleison Tibau,John Cholish,Lightweight Bout,Submission,2,2:34,3 Rnd (5-5-5),Leon Roberts,Guillotine Choke On Ground,A,Gleison Tibau,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Iuri Alcantara vs. Iliarde Santos,Iuri Alcantara,Iliarde Santos,Bantamweight Bout,KO/TKO,1,2:31,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance,A,Iuri Alcantara,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Fabio Maldonado vs. Roger Hollett,Fabio Maldonado,Roger Hollett,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 28 - 29. Doug Crosby 27 - 29. Cardo Urso 27 - 29.,A,Fabio Maldonado,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Francisco Trinaldo vs. Mike Rio,Francisco Trinaldo,Mike Rio,Lightweight Bout,Submission,1,3:08,3 Rnd (5-5-5),Kevin Mulhall,Arm Triangle From Half Guard,A,Francisco Trinaldo,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Hacran Dias vs. Nik Lentz,Hacran Dias,Nik Lentz,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 27 - 28. Howard Hughes 28 - 29. Cardo Urso 28 - 29.,B,Nik Lentz,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Rafael Natal vs. Joao Zeferino,Rafael Natal,Joao Zeferino,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Guilherme Bravo 27 - 30. Ben Cartlidge 28 - 29. Doug Crosby 28 - 29.,A,Rafael Natal,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Rafael Dos Anjos vs. Evan Dunham,Rafael Dos Anjos,Evan Dunham,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Doug Crosby 28 - 29. Howard Hughes 28 - 29. Cardo Urso 28 - 29.,A,Rafael Dos Anjos,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Vitor Belfort vs. Luke Rockhold,Vitor Belfort,Luke Rockhold,Middleweight Bout,KO/TKO,1,2:32,5 Rnd (5-5-5-5-5),Leon Roberts,Kick to Head At Distance Wheel Kick,A,Vitor Belfort,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Paulo Thiago vs. Michel Prazeres,Paulo Thiago,Michel Prazeres,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 28 - 29. Doug Crosby 28 - 29. Cardo Urso 28 - 29.,A,Paulo Thiago,http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Gian Villante vs. Ovince Saint Preux,Gian Villante,Ovince Saint Preux,Light Heavyweight Bout,Decision - Majority,3,0:33,3 Rnd (5-5-5),Kevin Mulhall,Technical Decision: Eye Injury to Villante Eric Colon 28 - 30. Michael Depasquale 29 - 30. Jose Tabora 29 - 29.,B,Ovince Saint Preux,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Rustam Khabilov vs. Yancy Medeiros,Rustam Khabilov,Yancy Medeiros,Lightweight Bout,TKO - Doctor's Stoppage,1,2:32,3 Rnd (5-5-5),Dan Miragliotta,Thumb Injury,A,Rustam Khabilov,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Leonard Garcia vs. Cody McKenzie,Leonard Garcia,Cody McKenzie,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Michael Depasquale 28 - 29. Sue Sanidad 27 - 30. Tony Tamburrino 27 - 30.,B,Cody McKenzie,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Bryan Caraway vs. Johnny Bedford,Bryan Caraway,Johnny Bedford,Bantamweight Bout,Submission,3,4:44,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke On Ground,A,Bryan Caraway,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Sara McMann vs. Sheila Gaff,Sara McMann,Sheila Gaff,Women's Bantamweight Bout,KO/TKO,1,4:06,3 Rnd (5-5-5),Gasper Oliver,Punches to Head From Side Control,A,Sara McMann,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Steven Siler vs. Kurt Holobaugh,Steven Siler,Kurt Holobaugh,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gasper Oliver,Sue Sanidad 28 - 29. Dave Tirelli 28 - 29. Cardo Urso 28 - 29.,A,Steven Siler,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Phil Davis vs. Vinny Magalhaes,Phil Davis,Vinny Magalhaes,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 27 - 30. Tony Tamburrino 27 - 30. Dave Tirelli 28 - 29.,A,Phil Davis,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Michael Bisping vs. Alan Belcher,Michael Bisping,Alan Belcher,Middleweight Bout,Decision - Unanimous,3,4:31,3 Rnd (5-5-5),Herb Dean,Technical Decision: Eye Injury to Belcher Eric Colon 27 - 30. Dave Tirelli 27 - 30. Cardo Urso 28 - 29.,A,Michael Bisping,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Jon Jones vs. Chael Sonnen,Jon Jones,Chael Sonnen,UFC Light Heavyweight Title Bout,KO/TKO,1,4:33,5 Rnd (5-5-5-5-5),Keith Peterson,Punches to Head On Ground,A,Jon Jones,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",Roy Nelson vs. Cheick Kongo,Roy Nelson,Cheick Kongo,Heavyweight Bout,KO/TKO,1,2:03,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance,A,Roy Nelson,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Chad Mendes vs. Darren Elkins,Chad Mendes,Darren Elkins,Featherweight Bout,KO/TKO,1,1:08,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,A,Chad Mendes,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Francis Carmont vs. Lorenz Larkin,Francis Carmont,Lorenz Larkin,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29. Derek Cleary 28 - 29. Edward Collantes 28 - 29.,A,Francis Carmont,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Anthony Njokuani vs. Roger Bowling,Anthony Njokuani,Roger Bowling,Lightweight Bout,KO/TKO,2,2:52,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,A,Anthony Njokuani,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",TJ Dillashaw vs. Hugo Viana,TJ Dillashaw,Hugo Viana,Bantamweight Bout,KO/TKO,1,4:22,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance,A,TJ Dillashaw,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Tim Means vs. Jorge Masvidal,Tim Means,Jorge Masvidal,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 28 - 29. Edward Collantes 28 - 29. Steven Davis 28 - 29.,B,Jorge Masvidal,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Clifford Starks vs. Yoel Romero,Clifford Starks,Yoel Romero,Middleweight Bout,KO/TKO,1,1:32,3 Rnd (5-5-5),Mike Beltran,Flying Knee Head,B,Yoel Romero,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Frank Mir vs. Daniel Cormier,Frank Mir,Daniel Cormier,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Derek Cleary 27 - 30. Steven Davis 27 - 30.,B,Daniel Cormier,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Nate Diaz vs. Josh Thomson,Nate Diaz,Josh Thomson,Lightweight Bout,KO/TKO,2,3:44,3 Rnd (5-5-5),Mike Beltran,Kick to Head At Distance,B,Josh Thomson,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Benson Henderson vs. Gilbert Melendez,Benson Henderson,Gilbert Melendez,UFC Lightweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Mike Bell 47 - 48. Wade Vierra 48 - 47. Derek Cleary 47 - 48.,A,Benson Henderson,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Matt Brown vs. Jordan Mein,Matt Brown,Jordan Mein,Welterweight Bout,KO/TKO,2,1:00,3 Rnd (5-5-5),John McCarthy,Elbows to Body On Ground,A,Matt Brown,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Ramsey Nijem vs. Myles Jury,Ramsey Nijem,Myles Jury,Lightweight Bout,KO/TKO,2,1:02,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,B,Myles Jury,http://www.ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",Joseph Benavidez vs. Darren Uyenoyama,Joseph Benavidez,Darren Uyenoyama,Flyweight Bout,KO/TKO,2,4:50,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance,A,Joseph Benavidez,http://www.ufcstats.com/event-details/aa79d5399571068e
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Josh Samman vs. Kevin Casey,Josh Samman,Kevin Casey,Middleweight Bout,KO/TKO,2,2:17,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch,A,Josh Samman,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Dylan Andrews vs. Jimmy Quinlan,Dylan Andrews,Jimmy Quinlan,Middleweight Bout,KO/TKO,1,3:22,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,A,Dylan Andrews,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Bristol Marunde vs. Clint Hester,Bristol Marunde,Clint Hester,Middleweight Bout,KO/TKO,3,3:53,3 Rnd (5-5-5),Steve Mazzagatti,Elbow to Head At Distance,B,Clint Hester,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Urijah Faber vs. Scott Jorgensen,Urijah Faber,Scott Jorgensen,Bantamweight Bout,Submission,4,3:16,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Rear Naked Choke,A,Urijah Faber,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Uriah Hall vs. Kelvin Gastelum,Uriah Hall,Kelvin Gastelum,Ultimate Fighter 17 Middleweight Tournament Title Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Sal D'amato 29 - 28. Junichiro Kamijo 28 - 29.,B,Kelvin Gastelum,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Miesha Tate vs. Cat Zingano,Miesha Tate,Cat Zingano,Women's Bantamweight Bout,KO/TKO,3,2:55,3 Rnd (5-5-5),Kim Winslow,Knees to Head In Clinch,B,Cat Zingano,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Travis Browne vs. Gabriel Gonzaga,Travis Browne,Gabriel Gonzaga,Heavyweight Bout,KO/TKO,1,1:11,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head In Clinch,A,Travis Browne,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Robert McDaniel vs. Gilbert Smith,Robert McDaniel,Gilbert Smith,Middleweight Bout,Submission,3,2:49,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Choke On Ground,A,Robert McDaniel,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Cole Miller vs. Bart Palaszewski,Cole Miller,Bart Palaszewski,Featherweight Bout,Submission,1,4:23,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,A,Cole Miller,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Sam Sicilia vs. Maximo Blanco,Sam Sicilia,Maximo Blanco,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 28 - 29. Mark Smith 28 - 29. Tony Weeks 28 - 29.,B,Maximo Blanco,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Justin Lawrence vs. Daniel Pineda,Justin Lawrence,Daniel Pineda,Featherweight Bout,Submission,1,1:35,3 Rnd (5-5-5),Chris Tognoni,Kimura From Side Control,B,Daniel Pineda,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",Luke Barnatt vs. Collin Hart,Luke Barnatt,Collin Hart,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29. Tony Weeks 27 - 30.,A,Luke Barnatt,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Michael Kuiper vs. Tom Lawlor,Michael Kuiper,Tom Lawlor,Middleweight Bout,Submission,2,1:05,3 Rnd (5-5-5),Marko Gyllenland,Guillotine Choke On Ground,B,Tom Lawlor,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Marcus Brimage vs. Conor McGregor,Marcus Brimage,Conor McGregor,Featherweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Robert Sundel,Punches to Head At Distance,B,Conor McGregor,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Papy Abedi vs. Besam Yousef,Papy Abedi,Besam Yousef,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Robert Sundel,Andreas Ramsby 29 - 28. Jim Bergman 28 - 29. Howard Hughes 28 - 29.,A,Papy Abedi,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Gegard Mousasi vs. Ilir Latifi,Gegard Mousasi,Ilir Latifi,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Jim Bergman 27 - 30. Mark Collett 27 - 30. Andy Roberts 27 - 30.,A,Gegard Mousasi,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Akira Corassani vs. Robert Peralta,Akira Corassani,Robert Peralta,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,Jim Bergman 27 - 30. Mark Collett 27 - 30. Howard Hughes 28 - 29.,A,Akira Corassani,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Matt Mitrione vs. Philip De Fries,Matt Mitrione,Philip De Fries,Heavyweight Bout,KO/TKO,1,0:19,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground,A,Matt Mitrione,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Tor Troeng vs. Adam Cella,Tor Troeng,Adam Cella,Middleweight Bout,Submission,1,3:11,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,A,Tor Troeng,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Diego Brandao vs. Pablo Garza,Diego Brandao,Pablo Garza,Featherweight Bout,Submission,1,3:27,3 Rnd (5-5-5),Marko Gyllenland,Arm Triangle From Side Control,A,Diego Brandao,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Ben Alloway vs. Ryan LaFlare,Ben Alloway,Ryan LaFlare,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,Howard Hughes 27 - 30. Andreas Ramsby 27 - 30. Andy Roberts 27 - 30.,B,Ryan LaFlare,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Reza Madadi vs. Michael Johnson,Reza Madadi,Michael Johnson,Lightweight Bout,Submission,3,1:33,3 Rnd (5-5-5),Marko Gyllenland,D'Arce Choke On Ground,A,Reza Madadi,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Brad Pickett vs. Mike Easton,Brad Pickett,Mike Easton,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Leon Roberts,Andreas Ramsby 29 - 28. Mark Collett 27 - 30. Howard Hughes 27 - 30.,A,Brad Pickett,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Ryan Couture vs. Ross Pearson,Ryan Couture,Ross Pearson,Lightweight Bout,KO/TKO,2,3:45,3 Rnd (5-5-5),Leon Roberts,Punches to Head At Distance,B,Ross Pearson,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",Chris Spang vs. Adlan Amagov,Chris Spang,Adlan Amagov,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Jim Bergman 27 - 30. Mark Collett 27 - 30. Howard Hughes 27 - 30.,B,Adlan Amagov,http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Dan Miller vs. Jordan Mein,Dan Miller,Jordan Mein,Welterweight Bout,KO/TKO,1,4:42,3 Rnd (5-5-5),Marc-Andre Cote,Punches to Body In Clinch,B,Jordan Mein,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",John Makdessi vs. Daron Cruickshank,John Makdessi,Daron Cruickshank,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Claude Paquette 28 - 29. Benoit Roussel 28 - 29. David Therien 28 - 29.,A,John Makdessi,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Carlos Condit vs. Johny Hendricks,Carlos Condit,Johny Hendricks,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Claude Paquette 28 - 29. Sal D'amato 28 - 29. Benoit Roussel 28 - 29.,B,Johny Hendricks,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Patrick Cote vs. Bobby Voelker,Patrick Cote,Bobby Voelker,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Richard Bertrand 28 - 29. Sal D'amato 28 - 29. David Therien 28 - 29.,A,Patrick Cote,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Rick Story vs. Quinn Mulhern,Rick Story,Quinn Mulhern,Welterweight Bout,KO/TKO,1,3:05,3 Rnd (5-5-5),Marc-Andre Cote,Punch to Head In Clinch,A,Rick Story,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Jake Ellenberger vs. Nate Marquardt,Jake Ellenberger,Nate Marquardt,Welterweight Bout,KO/TKO,1,3:00,3 Rnd (5-5-5),Philippe Chartier,Punch to Head In Clinch,A,Jake Ellenberger,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",George Roop vs. Reuben Duran,George Roop,Reuben Duran,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Sal D'amato 28 - 29. Claude Paquette 28 - 29. Benoit Roussel 27 - 30.,A,George Roop,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Mike Ricci vs. Colin Fletcher,Mike Ricci,Colin Fletcher,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Details:,Claude Paquette 27 - 30. Benoit Roussel 27 - 30. David Therien 27 - 30.,A,Mike Ricci,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Antonio Carvalho vs. Darren Elkins,Antonio Carvalho,Darren Elkins,Featherweight Bout,KO/TKO,1,3:06,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,B,Darren Elkins,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Nick Ring vs. Chris Camozzi,Nick Ring,Chris Camozzi,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Richard Bertrand 28 - 29. Benoit Roussel 29 - 28. Sal D'amato 28 - 29.,B,Chris Camozzi,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Georges St-Pierre vs. Nick Diaz,Georges St-Pierre,Nick Diaz,UFC Welterweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Richard Bertrand 45 - 50. Sal D'amato 45 - 50. David Therien 45 - 50.,A,Georges St-Pierre,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",TJ Dillashaw vs. Issei Tamura,TJ Dillashaw,Issei Tamura,Bantamweight Bout,KO/TKO,2,0:26,3 Rnd (5-5-5),Yves Lavigne,Kick to Head At Distance,A,TJ Dillashaw,http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Mizuto Hirota vs. Rani Yahya,Mizuto Hirota,Rani Yahya,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29. Junichiro Kamijo 28 - 29. Chris Watts 28 - 29.,B,Rani Yahya,http://www.ufcstats.com/event-details/83c6c3e0f8bde8ee
